12813,cobrafish,cobrafish,0,A fanged fish native to the skies above Tharl Oom Khash.,Cobrafish,29710,148,1
12814,moogle spirit,moogle spirits,0,A flat ray-like creature which spends its life riding the thermals occurring throughout the Sea of Clouds.,Moogle Spirit,29702,148,1
12815,oil eel,oil eels,1,"A slimy, finless creature that more closely resembles a worm than it does a fish.",Oil Eel,29751,148,1
12816,jeweled jellyfish,jeweled jellyfish,0,A luminescent jellyfish capable of surviving within the pools of aetherochemical residue collecting on Azys Lla.,Jeweled Jellyfish,29755,148,1
12817,battle galley,battle galleys,0,"A freshwater fish native to all of Coerthas, but now primarily found in Ashpool.",Battle Galley,29802,148,1
12818,yalm lobster,yalm lobsters,0,A giant freshwater crustacean that primarily dwells beneath the boulders of the Quickspill Delta.,Yalm Lobster,29227,148,1
12819,hinterlands perch,hinterlands perch,0,A freshwater fish native to the Thaliak River.,Hinterlands Perch,29304,150,1
12820,oven catfish,oven catfish,1,A magma-dwelling fish found in the mountain flows of Mourn.,Oven Catfish,29852,148,1
12821,pteranodon,pteranodons,0,This flying scalekin can be seen scouting the lower reaches of the Churning Mists for insects and small birds.,Pteranodon,29707,145,1
12822,winged gurnard,winged gurnard,0,A flying fish found in the skies around the Blue Window.,Winged Gurnard,29720,148,1
12823,spring urchin,spring urchins,0,A freshwater creature that prefers the warm waters released by the springs at Dragonspit.,Spring Urchin,29804,180,1
12824,cherry trout,cherry trout,0,"Once found across Coerthas and Dravania, this reddish variety of trout now only survives in the heated waters of Dragonspit.",Cherry Trout,29285,148,1
12825,stupendemys,stupendemys,0,"If a flying crystal-shelled tortoise cannot be seen as stupendous, nothing can.",Stupendemys,29703,180,1
12826,black magefish,black magefish,0,"The ability to wield powerful black magic is only this fish's second-most impressive characteristic, the ability to survive in scalding hot lava, the first.",Black Magefish,29851,150,1
12827,barreleye,barreleyes,0,An exotic fish found only in the aetherochemical reservoirs on central Azys Lla's research vessel.,Barreleye,29754,180,1
12828,thunderbolt eel,thunderbolt eels,0,"A narrow-bodied freshwater fish found in the pools flooding the Iron Feast, amongst other locations.",Thunderbolt Eel,29205,150,1
12829,catkiller,catkillers,0,A large freshwater fish found lurking in the floating Abalathian lake known as the Eddies.,Catkiller,29414,150,1
12830,loosetongue,loosetongues,0,A giant freshwater cousin of the bonytongue found only in the Thaliak River.,Loosetongue,29243,180,1
12831,Thaliak caiman,Thaliak caimans,0,A giant breed of caiman native to the Thaliak River.,Thaliak Caiman,29415,150,1
12832,lavalord,lavalords,0,A legendary lava-dwelling fish covered in thick armor and rumored to be the guardian of the gate of the Fire Hell.,Lavalord,29859,180,1
12833,tupuxuara,tupuxuaras,0,"An ancient wyvern still found living on the Habisphere, thousands of years after its creators perished in the calamity which destroyed their civilization.",Tupuxuara,29709,150,1
12834,vampiric tapestry,vampiric tapestries,0,A flying cephalopod that rarely strays from the skies near Mok Oogl Island.,Vampiric Tapestry,29701,150,1
12835,storm chaser,storm chasers,0,A flying fish native to the skies of Tharl Oom Khash.,Storm Chaser,29712,180,1
12836,berserker betta,berserker betta,0,"A small, yet hostile freshwater fish found in small numbers in the Thaliak River.",Berserker Betta,29238,180,1
12837,capelin,capelin,0,A tiny freshwater fish that dwells in Clearpool near Oakum Landing.,Capelin,29310,180,1
12838,Rowena's token (red crafters' scrip),Rowena's tokens (red crafters' scrip),0,A note of promise received from Rowena for the delivery of red crafters' scrips.,Rowena's Token (Red Crafters' Scrip),26174,150,1
12839,Rowena's token (blue crafters' scrip),Rowena's tokens (blue crafters' scrip),0,A note of promise received from Rowena for the delivery of red or blue crafters' scrips.,Rowena's Token (Blue Crafters' Scrip),26171,120,1
12840,Rowena's token (red gatherers' scrip),Rowena's tokens (red gatherers' scrip),0,A note of promise received from Rowena for the delivery of red gatherers' scrips.,Rowena's Token (Red Gatherers' Scrip),26174,150,1
12841,Rowena's token (blue gatherers' scrip),Rowena's tokens (blue gatherers' scrip),0,A note of promise received from Rowena for the delivery of red or blue gatherers' scrips.,Rowena's Token (Blue Gatherers' Scrip),26171,150,1
12842,cup of Ishgardian tea,cups of Ishgardian tea,0,"Rather than adding milk to boiling water that has been infused with tea leaves, as is the fashion in lower Eorzea, Ishgardian tea is brewed by boiling yak milk and letting dried Coerthan tea leaves steep right into the hot liquid.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Ishgardian Tea,24408,130,1
12843,glass of frozen spirits,glasses of frozen spirits,0,"A cool concoction made by fermenting cloud bananas and Old World figs, freezing them with ice crystals, then mashing and mixing the fruit into a slush-like consistency.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Frozen Spirits,24409,142,1
12844,cup of hot chocolate,cups of hot chocolate,0,"A sweet beverage commonly drunk in the Holy See, but rarely seen in Foundation due to inability of most of Ishgard's poorer residents to procure the relatively rare and expensive ingredients.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Hot Chocolate,24410,160,1
12845,serving of fig bavarois,servings of fig bavarois,0,"A ripe Old World fig encased in a lightly sweetened jelly.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Fig Bavarois,24073,125,1
12846,Sohm Al tart,Sohm Al tarts,0,"A traditional Ishgardian cake made up of several stacked layers tapered to resemble Sohm Al, a peak sacred to the Dravanians. Ishgardians believe that devouring the mountain will grant them fortune in their struggle with the dragons.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Sohm Al Tart,24077,136,1
12847,serving of marron glace,servings of marron glace,0,"Chestnuts peeled and soaked in honey for several moons until the entire fruit is permeated with sweetness.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Marron Glace,24076,148,1
12848,serving of creme brulee,servings of creme brulee,0,"A vanilla-flavored egg custard drenched in a sweet syrup that is then heated with a fire crystal until a crisp brown shell is created.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Creme Brulee,24075,160,1
12849,kaiser roll,kaiser rolls,0,"A round Ishgardian bread first made by Halonic monastics who, when brewing ale, would add barm and leftover malt to their daily loaves.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Kaiser Roll,24002,139,1
12850,Ishgardian muffin,Ishgardian muffins,1,"Leavened bread that is cooked on a griddle rather than in an oven. Cornmeal is dusted on the dough before cooking to prevent sticking to the pan.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Ishgardian Muffin,24074,130,1
12851,liver-cheese sandwich,liver-cheese sandwiches,0,"Several slices of a ground liver loaf sandwiched between two halves of a kaiser roll.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Liver-cheese Sandwich,24014,148,1
12852,almond cream croissant,almond cream croissants,1,"A flaky crescent-shaped pastry sliced in two and buttered with a sweet creamy paste made from almonds.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Almond Cream Croissant,24013,160,1
12853,serving of sauteed porcini,servings of sauteed porcini,0,"Fragrant porcini mushrooms sliced and sautéed in butter. Simple, yet elegant.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Sauteed Porcini,24205,125,1
12854,morel salad,morel salads,0,"A fresh green salad topped with sautéed morels.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Morel Salad,24207,150,1
12855,serving of grilled sweetfish,servings of grilled sweetfish,0,"A simple dish created by piercing a lightly salted fresh sweetfish with a sharpened stick and slowly roasting it over an open flame.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Grilled Sweetfish,24301,133,1
12856,baked pipira pira,baked pipira pira,0,"A plump pipira pira wrapped with butter and porcini mushrooms and baked in an oven, the steam trapped in the leaf slowly cooking the fish to the perfect flakiness.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Baked Pipira Pira,24311,145,1
12857,urchin loaf,urchin loaves,1,"Sea urchin corals mixed with mushrooms and herbs into a paste that is then placed back into the urchin shell and baked until hard.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Urchin Loaf,24318,160,1
12858,serving of cockatrice meatballs,servings of cockatrice meatballs,0,"Ground lean cockatrice meat hand rolled into bite-sized balls and fried in oil.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Cockatrice Meatballs,24356,145,1
12859,serving of royal eggs,servings of royal eggs,0,"A breakfast dish consisting of an Ishgardian muffin sliced into halves and topped with salmon, a poached egg, and a creamy yellow sauce made from butter and egg yolks.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Royal Eggs,24260,139,1
12860,serving of deep-fried okeanis,servings of deep-fried okeanis,0,"Thinly sliced okeanis fried in oil.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Deep-fried Okeanis,24363,150,1
12861,bowl of baked onion soup,bowls of baked onion soup,0,"A hearty bouillon soup filled with sweet onions, covered with shredded cheese and baked in an oven until golden brown.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Baked Onion Soup,24116,125,1
12862,bowl of beet soup,bowls of beet soup,0,"Sliced magma beets and lean loaghtan meat slow-cooked with vegetables and served with a dollop of rich sour cream. A dish popular throughout Ishgard, though families in the Brume often use the meat of animals easier to find in the district's dark back alleys.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Beet Soup,24103,133,1
12863,bowl of emerald soup,bowls of emerald soup,0,"A bright-green soup made by cooking down emerald beans until they break down into a ghastly paste. Despised by children both high- and lowborn.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Emerald Soup,24101,139,1
12864,bowl of clam chowder,bowls of clam chowder,0,"A milk-based soup made with various shellfish, but most often clams.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Clam Chowder,24114,150,1
12865,bowl of seafood stew,bowls of seafood stew,0,"A simple stew made from available seafood boiled with tomatoes and spices.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Seafood Stew,24117,160,1
12866,serving of stuffed cabbage rolls,servings of stuffed cabbage rolls,0,"Ground meat rolled in cabbage and boiled in broth.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Stuffed Cabbage Rolls,24206,125,1
12867,serving of dhalmel gratin,servings of dhalmel gratin,0,"Several layers of thinly sliced dhalmel meat and vegetables covered in a creamy white sauce and baked.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Dhalmel Gratin,24112,133,1
12868,serving of stuffed chysahl,servings of stuffed chysahl,0,"Ground okeanis stuffed into a large chysahl head and sprinkled with fresh chives.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Stuffed Chysahl,24159,150,1
12869,serving of dhalmel fricassee,servings of dhalmel fricassee,0,"Chopped and braised dhalmel meat cooked in a white stew.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Dhalmel Fricassee,24107,139,1
12870,snurbleberry tart,snurbleberry tarts,0,"A colorful tart made with blood red snurbleberries.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Snurbleberry Tart,24078,160,1
12871,gastornis egg,gastornis eggs,0,The hard-shelled egg of a gastornis.,Gastornis Egg,25251,120,1
12872,okeanis egg,okeanis eggs,1,"The soft-shelled, slime-covered, ever-so-slightly warm egg of an okeanis.",Okeanis Egg,25253,142,1
12873,slice of loaghtan chump,slices of loaghtan chump,0,A marbled piece of meat taken from the rump of a loaghtan where the leg meets the loin.,Loaghtan Chump,25159,125,1
12874,slice of dhalmel meat,slices of dhalmel meat,0,A gristle-filled slice of meat that will require extensive simmering for it to be rendered palatable.,Dhalmel Meat,25152,136,1
12875,okeanis tail,okeanis tails,1,"When skinned, this slice of serpent-like meat almost appears edible.",Okeanis Tail,25160,145,1
12876,cockatrice thigh,cockatrice thighs,0,A lean slice of cockatrice meat good for flavorful broths.,Cockatrice Thigh,25151,145,1
12877,stalk of pearl sprouts,stalks of pearl sprouts,0,Tiny cabbage-like vegetables native to the highlands of Coerthas.,Pearl Sprouts,25208,125,1
12878,cyclops onion,cyclops onions,0,A giant yellow onion often found growing on Abalathia's Spine.,Cyclops Onion,25203,130,1
12879,handful of emerald beans,handfuls of emerald beans,0,A deep-green legume recently discovered growing on the floating islets above the Sea of Clouds.,Emerald Beans,25353,136,1
12880,sheaf of highland wheat,sheaves of highland wheat,0,"A variety of dark-colored wheat suited to the rocky soil, shorter days, and colder temperatures of the Coerthas highlands.",Highland Wheat,25357,130,1
12881,bag of highland flour,bags of highland flour,0,"Finely milled highland wheat. It has a rich, earthy aroma.",Highland Flour,25351,133,1
12882,basket of Coerthan tea leaves,baskets of Coerthan tea leaves,0,"Considerably smaller than Thanalan tea leaves, more than double the amount of Ishgardian tea leaves are required to brew a single cup of tea.",Coerthan Tea Leaves,25020,125,1
12883,sprig of mist dill,sprigs of mist dill,0,A fragrant herb characterized by its thin leaves. It is used in both medicines and culinary dishes.,Mist Dill,25034,125,1
12884,bunch of chives,bunches of chives,0,A thin green onion used in many Ishgardian dishes.,Chives,25035,136,1
12885,magma beet,magma beets,0,"A sweet, easy-to-grow tuber native to Abalathia's Spine, these deep-red beets are a staple in Ishgardian culinary culture.",Magma Beet,25223,136,1
12886,box of heavenly kukuru powder,boxes of heavenly kukuru powder,0,"A sweet, fragrant powder ground from high-quality kukuru beans imported from exotic lands at a great price. A delicacy only available to the Holy See's most privileged.",Heavenly Kukuru Powder,25947,160,1
12887,pinch of sesame seeds,pinches of sesame seeds,0,"A tiny seed rich in aromatic oil, sesame is native to Meracydia, and thought to have first been brought to Eorzea by migrating Miqo'te.",Sesame Seeds,25033,142,1
12888,can of yak milk,cans of yak milk,0,"The unique flavor of yak milk can be somewhat off-putting to those raised on cow or aldgoat milk.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Yak Milk,24453,120,1
12889,heavens lemon,heavens lemons,0,"Possibly due to the increased sunlight it receives growing above the clouds, heavens lemons lack the acidity of normal sun lemons.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Heavens Lemon,25305,136,1
12890,pot of hollandaise sauce,pots of hollandaise sauce,0,"A rich sauce created with butter, egg yolks, and a hint of lemon.",Hollandaise Sauce,25109,139,1
12891,pot of birch sap,pots of birch sap,0,A thin clear sap harvested from birch trees.,Birch Sap,22642,148,1
12892,pot of birch syrup,pots of birch syrup,0,"Birch sap boiled down to a thick, sweet syrup.",Birch Syrup,25105,148,1
12893,dark chestnut,dark chestnuts,0,The spine-encased fruit of the dark chestnut tree.,Dark Chestnut,25302,136,1
12894,dollop of sour cream,dollops of sour cream,0,A thick cream created by fermenting yak milk.,Sour Cream,25056,125,1
12895,stick of fermented butter,sticks of fermented butter,0,Slightly pungent butter allowed to ferment for several days after churning.,Fermented Butter,25052,130,1
12896,Old World fig,Old World figs,1,"A symbol of long life and femininity, this autumn fruit was originally brought from their homeland to Eorzea by the Sharlayans.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Old World Fig,25318,115,1
12897,cloud banana,cloud bananas,0,"Though it resembles a tree, cloud bananas actually grow from an oversized herb. That does not, however, make them any less sweet.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Cloud Banana,25319,145,1
12898,morel,morels,0,This rare mushroom with an oblong webbed cap is highly sought after by culinarians the realm over.,Morel,25408,148,1
12899,porcini,porcinis,0,A large fragrant mushroom popular in Coerthan cuisine.,Porcini,25401,120,1
12900,bunch of chysahl greens,bunches of chysahl greens,0,"Though nearly identical in shape and color to gysahl greens, chysahl greens have a deeper, earthier flavor that chocobos (and man) seem to prefer.",Chysahl Greens,25222,150,1
12901,chunk of Abalathian rock salt,chunks of Abalathian rock salt,0,"Mined from veins found in Abalathia's Spine, this pinkish salt has a high mineral content which adds depth to its flavor.",Abalathian Rock Salt,22617,139,1
12902,handful of honeydew almonds,handfuls of honeydew almonds,0,A sweet variety of rare white almonds.,Honeydew Almonds,25017,160,1
12903,Dravanian paprika,Dravanian paprikas,0,A rare pepper that is more sweet than it is spicy.,Dravanian Paprika,25018,160,1
12904,snurbleberry,snurbleberries,0,"This sweet, yet tart red berry is covered in tiny soft hairs that can be removed by lightly rubbing the fruit between one's palms.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",Snurbleberry,25306,160,1
12905,bouillon cube,bouillon cubes,0,Animal broth that has been reduced down to a paste and hardened into cubes which will keep for an extended duration.,Bouillon Cube,25054,136,1
12906,pot of oriental soy sauce,pots of oriental soy sauce,0,"Similar to Mun-Tuy sauce, this Far Eastern seasoning is made by fermenting soybeans in salt and then pressing the beans to collect the remaining savory liquid.",Oriental Soy Sauce,27602,136,1
12907,pot of oriental miso paste,pots of oriental miso paste,0,"Similar to Mun-Tuy paste, this Far Eastern seasoning is made by fermenting soybeans in salt.",Oriental Miso Paste,27605,136,1
12908,bundle of vermicelli,bundles of vermicelli,0,"Thin noodles made with highland flour, eggs, water, and salt. These have been dried and will keep indefinitely.",Vermicelli,25058,136,1
12909,mossy stone greatsword,mossy stone greatswords,0,"A greatsword crafted from giantsgall, a type of stone found on Thavnair. It is so covered in moss as to be rendered unusable. ",Mossy Stone Greatsword,21005,70,1
12910,mossy stone cannon,mossy stone cannons,0,"A hand cannon crafted from giantsgall, a type of stone found on Thavnair. It is so covered in moss as to be rendered unusable. ",Mossy Stone Cannon,21005,70,1
12911,mossy stone globe,mossy stone globes,0,"A star globe crafted from giantsgall, a type of stone found on Thavnair. It is so covered in moss as to be rendered unusable. ",Mossy Stone Globe,21005,70,1
12912,celestine,celestines,0,"A light-blue crystalline mineral which, when ground and added to any flammable material, will cause it to burn red.",Celestine,21286,133,1
12913,sheet of Garlond steel,sheets of Garlond steel,0,A lightweight form of steel developed by the eponymous chief engineer of the Garlond Ironworks.,Garlond Steel,20966,125,1
12914,bottle of deep-red enchanted ink,bottles of deep-red enchanted ink,0,Fortifying ink with powder created by grinding down multi-aspected crystals has been found to improve aetherial conductivity several times more than ink fortified with common metals.,Deep-red Enchanted Ink,25920,120,1
12915,bottle of superior deep-red enchanted ink,bottles of superior deep-red enchanted ink,0,Fortifying ink with powder created by grinding down multi-aspected crystals has been found to improve aetherial conductivity several times more than ink fortified with common metals. The concentration of this bottle's contents appears to be remarkably high.,Superior Deep-red Enchanted Ink,25920,160,1
12916,bottle of deep-green enchanted ink,bottles of deep-green enchanted ink,0,Fortifying ink with powder created by grinding down multi-aspected crystals has been found to improve aetherial conductivity several times more than ink fortified with common metals.,Deep-green Enchanted Ink,25921,120,1
